customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C5575,Female,0,Yes,No,15,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.44,1087.9,No
C5576,Female,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,83.23,1614.9,Yes
C5577,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.67,304.03,No
C5578,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.33,1383.51,No
C5579,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.46,5399.49,No
C5580,Female,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,69.24,2989.69,No
C5581,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.67,85.79,Yes
C5582,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.35,233.53,No
C5583,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,81.1,1063.81,Yes
C5584,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.32,73.97,Yes
C5585,Male,1,No,No,1,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,59.99,34.72,Yes
C5586,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.32,227.52,Yes
C5587,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),60.66,115.98,No
C5588,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),65.45,936.59,No
C5589,Male,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,72.61,835.27,No
C5590,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.32,42.93,Yes
C5591,Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),45.46,652.7,No
C5592,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.42,1194.38,No
C5593,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,79.87,1420.28,No
C5594,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.4,7529.0,Yes
C5595,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.08,6394.41,Yes
C5596,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.91,1289.79,Yes
C5597,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.27,2707.0,No
C5598,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),73.85,137.7,No
C5599,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.58,465.88,No
C5600,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.27,688.22,No
C5601,Male,0,No,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),58.45,983.87,No
C5602,Male,1,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,79.88,406.91,Yes
C5603,Male,1,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.97,21.42,Yes
C5604,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.59,413.14,No
C5605,Female,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),78.63,1557.95,No
C5606,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.99,2245.55,No
C5607,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,72.67,421.03,No
C5608,Male,1,Yes,Yes,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),69.76,3405.38,No
C5609,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.5,0.0,No
C5610,Female,0,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,1000.3,No
C5611,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.24,3434.63,Yes
C5612,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,0.0,Yes
C5613,Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),50.47,290.82,No
C5614,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,87.77,60.44,Yes
C5615,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,88.49,6266.36,Yes
C5616,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.99,360.43,No
C5617,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.67,1840.42,Yes
C5618,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.0,396.04,Yes
C5619,Female,1,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,95.84,5178.07,No
C5620,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.78,459.81,No
C5621,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,97.31,617.45,Yes
C5622,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,88.0,596.54,No
C5623,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.14,983.53,No
C5624,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,79.22,32.35,Yes
C5625,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.15,600.51,Yes
C5626,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.04,0.0,Yes
C5627,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.97,1281.33,No
C5628,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.53,770.23,Yes
C5629,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.71,203.41,Yes
C5630,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.05,890.59,Yes
C5631,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),88.36,2125.26,Yes
C5632,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.47,0.0,No
C5633,Female,0,No,Yes,7,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.1,543.42,No
C5634,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.64,1431.23,No
C5635,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),66.42,175.64,No
C5636,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.28,546.9,No
C5637,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.2,182.14,Yes
C5638,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.9,300.3,Yes
C5639,Male,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,485.72,No
C5640,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,90.33,537.36,No
C5641,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.68,757.29,Yes
C5642,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,73.08,1901.33,Yes
C5643,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.8,187.91,No
C5644,Male,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),89.62,1341.78,No
C5645,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.02,3628.53,No
C5646,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.49,426.6,No
C5647,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.62,16.29,Yes
C5648,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,80.88,1357.02,No
C5649,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),72.95,89.94,No
C5650,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),73.12,462.95,No
C5651,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.71,677.91,No
C5652,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.65,0.0,No
C5653,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.07,161.75,Yes
C5654,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,83.68,717.99,Yes
C5655,Male,0,No,Yes,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,72.4,5216.44,No
C5656,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,51.58,358.22,Yes
C5657,Male,1,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.73,258.5,Yes
C5658,Male,0,No,No,15,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.2,1003.57,No
C5659,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,88.95,1153.83,No
C5660,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),53.23,618.69,No
C5661,Male,0,Yes,No,58,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,73.85,4288.88,Yes
C5662,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.84,370.31,Yes
C5663,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.98,411.87,Yes
C5664,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.78,49.23,Yes
C5665,Female,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.73,2267.09,Yes
C5666,Female,0,No,Yes,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),73.05,465.96,Yes
C5667,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.66,2813.84,Yes
C5668,Female,1,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.95,5149.6,Yes
C5669,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.91,11.16,No
C5670,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,87.56,6232.0,No
C5671,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.01,358.36,No
C5672,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),102.44,989.56,Yes
C5673,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.29,969.86,Yes
C5674,Male,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),74.97,1586.74,No
C5675,Female,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.94,1471.65,No
C5676,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),51.92,607.17,Yes
C5677,Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.89,4500.6,No
C5678,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.84,3273.56,Yes
C5679,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.36,272.56,No
C5680,Male,1,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.49,1900.46,No
C5681,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.49,6500.14,Yes
C5682,Female,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.41,318.07,Yes
C5683,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),59.5,1283.34,No
C5684,Female,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.64,2878.61,No
C5685,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.17,1232.21,No
C5686,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.83,0.0,Yes
C5687,Male,1,Yes,Yes,19,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,61.91,1186.91,No
C5688,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,73.64,5336.8,No
C5689,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.53,485.3,Yes
C5690,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.54,846.25,Yes
C5691,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.61,1361.52,Yes
C5692,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),50.95,239.92,No
C5693,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),84.04,62.61,Yes
C5694,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.86,970.94,Yes
C5695,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.32,582.49,Yes
C5696,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.62,709.37,No
C5697,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.42,352.97,No
C5698,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.67,259.83,No
C5699,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,77.15,349.58,Yes
C5700,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.31,1472.57,No
C5701,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),85.61,2027.0,No
C5702,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.18,83.91,No
C5703,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.09,634.04,No
C5704,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.52,517.54,Yes
C5705,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.03,304.69,No
C5706,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.67,1276.94,No
C5707,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),103.41,1373.93,No
C5708,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.84,91.4,No
C5709,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.78,809.92,Yes
C5710,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.46,477.78,No
C5711,Female,0,No,Yes,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,76.3,0.0,No
C5712,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.76,13.79,Yes
C5713,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),69.35,42.58,Yes
C5714,Male,0,No,No,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),70.88,1075.47,No
C5715,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.85,516.87,Yes
C5716,Male,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.2,4208.98,Yes
C5717,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.93,1342.03,No
C5718,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),68.72,1917.35,No
C5719,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.47,1273.63,Yes
C5720,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.2,779.29,No
C5721,Female,1,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.82,2081.61,No
C5722,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.97,1438.55,Yes
C5723,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.23,913.64,No
C5724,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.25,244.77,No
C5725,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.99,1968.1,No
C5726,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.19,884.94,No
C5727,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.27,841.75,Yes
C5728,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.86,99.59,No
C5729,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.37,913.61,No
C5730,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.89,211.13,No
C5731,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.86,5112.38,Yes
C5732,Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.91,440.42,No
C5733,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.0,0.0,Yes
C5734,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.89,110.19,No
C5735,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.39,553.85,No
C5736,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.62,1.14,No
C5737,Male,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.59,1062.8,No
C5738,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),83.28,3165.75,No
C5739,Female,0,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.11,1423.12,Yes
C5740,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.67,2146.39,No
C5741,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,75.03,1507.51,Yes
C5742,Male,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),75.99,3799.08,No
C5743,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,89.83,5193.56,No
C5744,Female,0,No,No,41,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.95,3100.6,No
C5745,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.74,2719.39,Yes
C5746,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.5,903.18,No
C5747,Male,1,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.85,0.0,No
C5748,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.25,732.01,Yes
C5749,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,83.05,1670.7,No
C5750,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.53,1286.58,No
C5751,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.93,997.05,No
C5752,Female,0,Yes,Yes,34,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.54,1959.95,No
C5753,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),90.35,1620.11,Yes
C5754,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.02,10.33,Yes
C5755,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.95,822.1,Yes
C5756,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.23,521.81,Yes
